No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
274	J2EE Referenzarchitektur für eine führende Krankenkasse	Mit dem richtigen Technologie Partner werden Zeit und Geld gespart. Deshalb wird für eine führende Krankenkasse eine Referenzarchitektur erstellt. Der Kunde ist während der Umsetzung in Prozess und Technologie involviert.	Insurance	CSS	Software Solutions	"Consulting;#_ Management Consulting;#__ IT Strategy & Enterprise Architecture"		"Rich Internet Applications;#Information Management"	"BEAWebLogic;#HTML;#J2EE;#Java Script;#JBuilder;#Oracle;#Struts;#TogetherCC"	01.11.2005		we(pa)	pn_274_d_referenzarchitektur_web.pdf	3346A-09	Feer, Michael	02.09.2010 09:15	Item	services/bd/pn/Project Notes published
273	Feeder-Steuerung für High-Speed Frankiermaschine	Für den Einsatz in einer High-Speed Frankiermaschine wird eine vielseitige Einzugseinheit für variable Briefdicken und -formate benötigt. Zühlke entwickelt die gesamte Antriebssteuerung, welche über CAN-Bus kommuniziert.	Devices & Apparatus	Ascom/Neopost	Product Innovation	"Development;#_ Product innovation;#__ Product development"		Sensors/Signal Processing	Antriebstechnik	01.06.2005		fit	pn_273_d_feeder_steuerung_web.pdf	1304A-10	Feer, Michael	02.09.2010 09:15	Item	services/bd/pn/Project Notes published
272	Effektive e Tools durch Usability Engineering	Für den Verkauf von Generatoren in Kraftwerken wünscht unser Kunde einen neuen Prozess. Die Lösung ist effektiv und effizient und baut auf Usability Engineering auf, so dass Schwachstellen ausgeräumt werden.	Machinery & Plants	Alstom	Software Solutions	"Consulting;#__ Business Process Management;#_ Methodology;#__ Innovation technology;#__ Usability"				01.06.2005		mdf/wid(hm)	pn_272_d_usability costing_web.pdf	3343B-07	Feer, Michael	02.09.2010 09:14	Item	services/bd/pn/Project Notes published
271	Effiziente Benutzerschnittstellen	Das Intranet eines internationalen Unter­nehmens wird nicht genügend akzeptiert. Zühlke untersucht die Gründe und zeigt den Weg zu optimalen Benutzerschnittstellen, mit denen sich schnell die richtigen Informationen finden lassen.	Machinery & Plants	Alstom	Software Solutions	"Consulting;#_ Methodology;#__ Usability;#__ Requirements Engineering"				02.12.2003		mdf/wid/hm	pn_271_d_benutzerschnittstellen_web.pdf	3388A-16	Feer, Michael	02.09.2010 09:14	Item	services/bd/pn/Project Notes published
270	"Lernsoftware ""MemoWord"" für das SPV-Handy"	In Zusammenarbeit mit einem Telefonie­anbieter wird eine anwendergerechte Lösung für das SPV-Handy entwickelt. Dieses löst für eine Schule den althergebrachten Zettelkasten zum Vokabel-Lernen ab.	Telecommunications	neutral	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	Windows CE	Mobile Computing	"C++;#Windows Mobile"	09.09.2003		ama (rah)	pn_270a_d_spv_neutral_web.pdf	?	Feer, Michael	02.09.2010 09:13	Item	services/bd/pn/Project Notes published
270	"Lernsoftware ""MemoWord"" für das SPV-Handy"	In Zusammenarbeit mit Orange Communications AG wird eine anwendergerechte Lösung für das SPV-Handy entwickelt. Dieses löst für eine Schule den althergebrachten Zettelkasten zum Vokabel-Lernen ab.	Telecommunications	Orange	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	Windows CE	Mobile Computing	"C++;#Windows Mobile"	09.09.2003		ama (rah)	pn_270b_d_spv_orange_web.pdf	?	Feer, Michael	02.09.2010 09:13	Item	services/bd/pn/Project Notes published
269	Sicherheitskonzept für ein Banksystem	Für die Neuentwicklung eines Bank­systems im B2B-Umfeld wird ein umfassendes Sicherheitskonzept erstellt. Dadurch werden Maßnahmen für die Architektur abgeleitet und konkrete Lösungen aufgezeigt.	Banking & Financial services	Aareal	Software Solutions	"Consulting;#__ IT Strategy & Enterprise Architecture"		Information Management	"PKI; LDAP; SSOSicherheitsarchitektur"	27.10.2003		iru (pa)	pn_269_d_sicherheits_konzept_web.pdf	3506A-07	Feer, Michael	02.09.2010 09:13	Item	services/bd/pn/Project Notes published
267	EAI - Grundlage neuer Geschäftsprozesse	Die Systemlandschaft des Kunden wird durch eine EAI-Plattform noch flexibler. Das umfangreiche Know-how seitens Zühlke erlaubt, die Evaluation in kurzer Zeit durchzuführen. Dabei sind die betrieblichen Anforderungen maßgebend.	Others	Hapimag	Software Solutions	"Integration;#_ IT Strategy & Enterprise Architecture;#_ Business Process Management;#_ Change Management"			Technology Evaluation	01.06.2003		was	pn_267_d_eai_web.pdf	3473A-07	Feer, Michael	02.09.2010 09:12	Item	services/bd/pn/Project Notes published
266	Komponentenplattform für ein Transportunternehmen	Für ein großes Transportunternehmen wird eine Multi-Channel Ticket­ing-Lösung entwickelt. Erfahrene Zühlke Berater unterstützen den Kunden vom Anforderungsmanagement bis zum Erstellen des Komponentenmodells.	Transportation & Logistics	SBB	Software Solutions	"Consulting;#_ Methodology;#__ Business Modelling;#__ Requirements Engineering;#Integration;#_ Business Process Management"	Java EE		"J2EE;#RUP;#UML"	01.06.2003		ps	pn_266_d_mct_web.pdf	3446A-07	Feer, Michael	02.09.2010 09:12	Item	services/bd/pn/Project Notes published
265	Tracking von Pharma-Registrierungen	Eine neue Web-Applikation soll den weltweiten Zugriff auf Pharma Produkt-Registrierungen und deren Verwaltung vereinfachen. Das Projekt ist GxP-relevant und wird ergebnisorientiert und termingerecht abgewickelt.	Pharma & Biotech	Novartis	Software Solutions	"Consulting;#_ Methodology;#__ Requirements Engineering"		Rich Internet Applications	"Rational Rose;#RUP;#GxP; FDA; Functional Specs; CRYSTAL; MS Visual Source Safe"	03.09.2003		gah/nma	pn_265_d_dragon_web.pdf	3436A-07	Feer, Michael	02.09.2010 09:11	Item	services/bd/pn/Project Notes published
264	Realtime Finanzinformationssystem	Komplexe Softwaresysteme, wie ein Realtime Finanzinformationssystem, lassen sich nur mit effizienten Entwicklungsprozessen realisieren. So gelingt es erfolgreich, die knappen Terminvorgaben einzuhalten	Banking & Financial services	Telekurs	Software Solutions	"Consulting;#_ Methodology"		Electronic Payments	"RUP;#Projekt- und Prozessmanagement Coaching"	07.10.2003		hm	pn_264_d_intelligent_display_web.pdf	3397A-07	Feer, Michael	02.09.2010 09:11	Item	services/bd/pn/Project Notes published
262	Business Modeling auf UML - Basis	Der Wandel vom Produkt- zum Gesamtlösungsanbieter erfordert profunde Kenntnisse der neuen Geschäftsprozesse. Systematisches Vorgehen deckt Optimierungspotenzial auf und unterstützt die interne Kommunikation.	Machinery & Plants	Siemens	Software Solutions	"Consulting;#_ Methodology;#__ Business Modelling;#Integration;#_ Business Process Management;#_ Change Management"			"RUP;#UML;#Windows;#Sun Solaris; Java"	23.06.2003		edt/klu	pn_262_d_rc-services_web.pdf	2162A-07	Feer, Michael	02.09.2010 09:10	Item	services/bd/pn/Project Notes published
261	Messung und Auswertung von Lesedaten in Printmedien	Zur Messung des Leseverhaltens wird ein Stift entwickelt, der Texte einscannt und erkennt. Zühlke realisiert nach einer ausführlichen Analyse der Funk­tionalität die Datenkollektionslösung und den Matching-Algorithmus.	Others	?	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Project management"	Model-Based Design		"Rhapsody;#RUP"	01.06.2003		lem/hop /edt	pn_261_d_auswertung_lesedaten_web.pdf	3467A-07	Feer, Michael	02.09.2010 09:10	Item	services/bd/pn/Project Notes published
260	IT-Infrastrukturkonzept für .NET Applikationen	Die ZID von Basel Stadt bietet Informatik Dienstleistungen für den Kanton an. Die Bereitstellung einer den wachsenden IT-Anforderungen gerechten .NET-Infrastruktur ist eine komplexe Aufgabe, die ein umfassendes Konzept verlangt.	Public Sector	Finanzdepartement Basel	Software Solutions	"Consulting;#_ Technology Consulting;#__ Security"			Konzept	01.06.2005		iru (rah)	pn_260_d_net_infrastrukturkonzept_web.pdf	3451A-07	Feer, Michael	02.09.2010 09:10	Item	services/bd/pn/Project Notes published
258	Einzahlungsterminal für Banknoten	Das neue Einzahlungsterminal vereinfacht das Einkassieren, Prüfen und Zählen großer Mengen von Banknoten. Mechanische und datentechnische ­Maßnahmen sorgen für höchste Sicherheit gegen Betrug und Diebstahl.	Devices & Apparatus	Giesecke & Devrient	Product Innovation	"Development;#_ Software solutions;#__ Bespoke Solutions;#_ Product innovation;#__ Product development;#__ Building Prototypes"	Plastics Technology		"C++;#Rational Rose;#RUP;#UML;#Cash-Terminal"	25.06.2003		hau(fit)	pn_258_d_cash_box_web.pdf	1347A-08	Feer, Michael	02.09.2010 09:09	Item	services/bd/pn/Project Notes published
254	Wiederverwendbare LabVIEW Komponenten	Basierend auf der vorhandenen LabVIEW-Erfahrung werden objektorientierte Ansätze, Coding Guidelines und Code Review-Checklisten erarbeitet. Die Module der VI Collection können bei Kundenprojekten eingesetzt werden.	Others	internal project	Product Innovation	"_ Team Training;#Development;#_ Product innovation;#__ Product development"	LabVIEW  		internes Camp LabView	01.06.2003		stu/av(edt)	pn_254_d_labview_kowhow_web.pdf	I.150.13	Feer, Michael	02.09.2010 09:08	Item	services/bd/pn/Project Notes published
252	Technischer Review für ein unternehmenskritisches EAI	Die Architektur einer EAI-Lösung ist für den Erfolg eines führenden Schweizer Mobilnetzbetreiber entscheidend. Deshalb hat Zühlke diese vor ihrer Reali­sierung extern einem technischen Review unterzogen. 	Telecommunications	SCM	Software Solutions	"Integration;#_ IT Strategy & Enterprise Architecture"			"EAI; TIBCO;  Review, Risikominimierung"	01.06.2003		hm/wid	pn_252_d_techreview_eai_web.pdf	3366B-08	Feer, Michael	02.09.2010 09:08	Item	services/bd/pn/Project Notes published
251	Projektmanagement Review für ein EAI Projekt	Für eine reibungslose Mobilkommunikation ist das Zusammenspiel einer Vielzahl von komplexen IT Systemen notwendig. Deren technische Integration wird im unternehmenskritischen EAI umgesetzt.	Telecommunications	SCM	Software Solutions	"Consulting;#_ Methodology;#__ Quality assurance;#Development;#__ Project management;#Integration;#_ IT Strategy & Enterprise Architecture"			"EAI; TIBCO; SEI/CMM, Review, Risikominimierung"	01.06.2003		hm/wid	pn_251_d_pm_eai_web.pdf	3366A-08	Feer, Michael	02.09.2010 09:07	Item	services/bd/pn/Project Notes published
249	Web-Applikation zur Fondsportfolio-Verwaltung	Zur Verwaltung von Anlagenprogrammen reorganisiert eine Schweizer Grossbank ihr Investment-Managment für global-orientierte Investoren. Die zeitaufwändige Präsentations-Schicht wird iterativ in Rekordzeit realisiert.	Banking & Financial services	UBS	Software Solutions	"Consulting;#_ Methodology;#__ Design Methods;#__ Software Development Process"	Java EE	Rich Internet Applications	"HTML;#J2EE;#Java Script;#JMS;#Oracle;#Struts;#TogetherJ;#XML;#UBS MAP"	16.07.2003		pst (pa)	pn_249_d_fund_programm_web.pdf	3385A-07	Feer, Michael	02.09.2010 09:06	Item	services/bd/pn/Project Notes published
248	Supply Chain Management Solutions	Auf der Integrationsplattform für Supply Chain Management Solutions baut Zühlke das für den Kunden nötige .NET und BizTalk Server Know-how auf. In kurzer Zeit kann das Team selbständig arbeiten.	Transportation & Logistics	Geneva Logistics Group	Software Solutions	"Integration;#_ IT Strategy & Enterprise Architecture"	".NET;#BizTalk"			14.04.2003		edt/sab	pn_248_d_biztalkcoaching_web.pdf	3464A-07	Feer, Michael	02.09.2010 09:06	Item	services/bd/pn/Project Notes published
247	Hochverfügbarer Server für ein Börsenhandels-System	Für das Börsenhandelssystem eines grossen Finanzinstituts wird ein hochverfügbarer Server entwickelt. Dieser gewährleistet starke und flexible Unterstützung der Relationship Manager bei der Abwicklung von Börsenaufträgen.	Banking & Financial services	CS	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support"	"Agile Methods;#Web Services"		"BEAWebLogic;#HTML;#J2EE;#Oracle;#TogetherJ"	01.06.2003		gs(wid)	pn_247_d_tns_web.pdf	3314A-08	Feer, Michael	02.09.2010 09:04	Item	services/bd/pn/Project Notes published
246	Sensor-Prüfstand für Hochgeschwindigkeits-Tests	Für einen neuen Sensor wird in kurzer Zeit ein Prüfstand gebaut. Dabei tastet der Sensor ein Band mit den vorgegebenen Messstrecken ab, welches mit hoher Geschwindigkeit über Spulen geführt wird.	Measuring, Steering & Control	neutral	Product Innovation	"Development;#_ Product innovation;#__ Product development"	LabVIEW			20.05.2003		htm	pn_246_d_sensorpruefstand_web.pdf	1465A-08	Feer, Michael	02.09.2010 09:04	Item	services/bd/pn/Project Notes published
245	Produktionskonzept für mikro-optische Komponenten	Ein Hersteller von mikro-optischen Komponenten stellt von Kleinstserien- auf Massenproduktion um. Zühlke unterstützt die Firma bei der Prozessanalyse und -gestaltung durch Know-how-Transfer an das Kundenteam.	Devices & Apparatus	Heptagon	"Product Innovation;#Management Consulting"	"Consulting;#__ Business Process Management"		Innovation Management		12.03.2003		pml	pn_245_d_mikrooptische_komponenten_web.pdf	2164A-07	Feer, Michael	02.09.2010 09:04	Item	services/bd/pn/Project Notes published
244	Serverapplikation als Verwaltungswerkzeug	Die Datentransparenz des Dampfturbinenbusiness’ basiert darauf, dass die Schlüsselkonzepte mittels Prototypen verifiziert werden. So können verschiedene Anwendungen auf vereinheitlichte Produktdaten zugreifen.	Machinery & Plants	Alstom	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	Java EE	PDM / PLM	"HTML;#J2EE;#JSP;#Oracle;#RUP;#XML;#XSL;#zentrale Datenverwaltung"	16.04.2003		wkl (pa)	pn_244_d_prodat_web.pdf	3382A-07	Feer, Michael	02.09.2010 09:03	Item	services/bd/pn/Project Notes published
241	Vorlesungsreihe Software Architektur	Den Mitarbeitenden einer zentralen IT-Abteilung wird gemeinsames Wissen über Software Architektur vermittelt. Die Ausbildung ist dank der Breite der Schulung und dem gleichzeitigen Einsatz in laufenden Projekten erfolgreich.	Others	neutral	Software Solutions	"Consulting;#_ Team Training"				01.06.2003		gah/nma	pn_241_d_vorlesung_sw_web.pdf	6003A-09	Feer, Michael	02.09.2010 09:03	Item	services/bd/pn/Project Notes published
239	Monitoring von Lärm- und Zugdurchfahrtsdaten	Die Erfassung der Lärmdaten entlang dem Schienennetz dient der Erfolgskontrolle lärmreduzierender Maßnahmen. Die Daten werden vollautomatisch und zeitgesteuert eingelesen und zu Reports verarbeitet.	Transportation & Logistics	in-Luft	Software Solutions		BizTalk		.NET	27.02.2003		edt	pn_239_d_nora_web.pdf	3322A-07	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
238	Enterprise Application Integration für ein Retail Info-System	Das Retail Business ist auf schnelle Informationsflüsse innerhalb des Unternehmens angewiesen. Die Integration aller geschäftskritischen Informationen erlaubt eine minimale Reaktionszeit auf Marktveränderungen.	Trade & Wholesale Trade	Shell	Software Solutions		.NET, BizTalk		EAI 	18.02.2003		sph	pn_238_d_retail_informationssystem_web.pdf	3379A-07	Martin, Elisabeth	08.04.2009 11:56	Item	services/bd/pn/Project Notes published
237	Team Enabling – Aufbau von .NET Know-how	Team Enabling - mehr als Know-how Transfer: Zühlkes Konzept befähigt das Projektteam in kurzer Zeit, .NET selbständig einzusetzen. Projektfokussiertes Vorgehen baut das Know-how dort auf, wo es benötigt wird.	Others	neutral	Software Solutions	"Consulting;#_ Team Training"			.NET Coaching	24.01.2003		edt	pn_237_d_teamenabling_web.pdf	3423A-07	Feer, Michael	02.09.2010 09:03	Item	services/bd/pn/Project Notes published
236	Enterprise Modeling mit UML  für Komponentenarchitektur	Die Organisation eines dichten Bahn-Netzes baut auf komplexe IT-Systeme.  Das Enterprise Modell ermöglicht die Weiterentwicklung und Integration der IT-Systeme sowie den Aufbau einer Komponentenarchitektur.	Transportation & Logistics	SBB	Software Solutions				Enterprise Modeling, UML, 	04.02.2003		jdi (pa)	pn_236_d_emf_1_web.pdf	3418B-08	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
235	Business Modeling mit UML	Business Modeling mit UML ist die Basis erfolgreicher Reorganisationsprojekte. Im Human Resource Management unseres Kunden können nach Vereinheitlichung der Prozesse neue Wege gegangen werden.	Transportation & Logistics	SBB	Software Solutions				Business Modeling, UML	23.01.2003		jdi (pa)	pn_235_d_e_plus_web.pdf	3418A-08	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
234	Entwicklung eines Gateways in der Flugverkehrskontrolle	Professionelles Projektmanagement mit kurzen Iterationszyklen erreichte unter konsequenter Einbindung des Kunden eine erfolgreiche und termingerechte Lieferung des Gateways.	Transportation & Logistics	Skyguide	Software Solutions				RUP, Java, Fixpreis	02.12.2002		wkl (pa)	pn_234_d_beam_web.pdf	3401A-08	Martin, Elisabeth	08.04.2009 12:07	Item	services/bd/pn/Project Notes published
233	Eine Plattform für Realtime Finanzdaten	Moderne Finanzinstitutionen sind stets auf aktuelle Börsendaten in benutzerfreundlichem Design angewiesen. Mit der neuen Plattform sind Realtime Finanzdaten auch auf mobilen Geräten abrufbar.	Banking & Financial services	Unitek	Software Solutions				Architektur, Security, Server, Usability Engineering	01.11.2002		iru (pa)	pn_233_d_finanzdaten_web.pdf	3368A-08	Martin, Elisabeth	06.02.2008 10:27	Item	services/bd/pn/Project Notes published
232	Testumgebung der Bankomat 5.0 Software	Der für Bankomaten entwickelte Testroboter ermöglicht 100% automatisches Testen. Dafür wird ein spezieller Testroboter entwickelt, welcher den vollständigen Bargeldbezug durchführen kann.	Banking & Financial services	Diebold	Software Solutions					09.01.2003		hop	pn_232_d_test_bancomat_web.pdf	3328B-08	Martin, Elisabeth	06.02.2008 10:28	Item	services/bd/pn/Project Notes published
231	ep2 Gateway für Kreditkartenverarbeitung	Der ep2 Gateway bindet das neue Zahlungssystem an die bestehende Kreditkartenverarbeitung bei Finanzinstituten. Das User Interface wird mit Unterstützung eines Usability Experten definiert und mit MFC umgesetzt. 	Banking & Financial services	Swisscard AECS	Software Solutions				"Integration Acquirer System in die ep2 Umgebung; RUP, ADO, C++"	03.12.2002		tko (pa)	pn_231_d_ep2_gateway_web.pdf	3349A-08	Martin, Elisabeth	14.01.2009 11:00	Item	services/bd/pn/Project Notes published
230	Neuentwicklung der Bancomat 5.0 Software	Unter hohem Zeitdruck ist die Neuentwicklung der Bancomat Software (BM5.0) gelungen. Heute verfügt der Hersteller von Selbstbedienungs­systemen über eine zuverlässige und zukunftssichere Software.	Banking & Financial services	Diebold	Software Solutions					01.11.2002		hop	pn_230_d_bankomat_software_web.pdf	3328A-08	Martin, Elisabeth	06.02.2008 10:45	Item	services/bd/pn/Project Notes published
228	Ep2 Terminal für EMV Chipkarten	Für ein ep2 Terminal zur Verarbeitung von EMV Chipkarten erstellt Zühlke das Test- und Zertifizierungssystem. Die Spezifikation definiert die Anforderungen und die genannten Firmen tragen das Projekt.	Banking & Financial services	ep2	Software Solutions	"Consulting;#__ Business Process Management"		"Electronic Payments;#Innovation Management"	RUP	01.06.2003		sab	pn_228_d_ep2_web.pdf	2154B-08	Feer, Michael	02.09.2010 09:01	Item	services/bd/pn/Project Notes published
227	Interaktionsdesign für eine integrierte Verkaufshilfe	Ergonomische Prinzipien ermöglichen die konsequente Berücksichtigung des Verkaufprozesses beim Erstellen der Software. So ist die Anwendung nahtlos in das Beratungsgespräch integrierbar und der Schulungsaufwand ist gering.	Insurance	Provinzial (WPV)	Software Solutions				Software Ergonomie	24.09.2002		pa (lau)	pn_227_d_interaktionsdesign_web.pdf	5012B-08	Martin, Elisabeth	06.02.2008 10:46	Item	services/bd/pn/Project Notes published
224	"Java Ausbildungs-""Camp"" mit Fallstudie und Coaching"	Für den Aufbau eines Java & Web Competence Centers werden Mitarbeiter ausgebildet. Der ersteTeil vermittelt die theoretischen Grundlagen. Im zweiten Teil wird zusammen mit dem Coach eine Fallstudie bearbeitet.	Telecommunications	Swisscom	Software Solutions	"Consulting;#_ Team Training"				22.07.2002		gah/nma	pn_224_d_java_ausbildung_web.pdf	6002-SET-03	Feer, Michael	02.09.2010 08:58	Item	services/bd/pn/Project Notes published
223	Architektur für Distributionssystem im Personenverkehr	Im öffentlichen Personenverkehr soll die Vielfalt von Verkaufssystemen in ei­nem System gebündelt werden. Zühlke löst diese Aufgabe durch ein spezialisiertes Schichtenmodell, das eine hohe Flexibilität in der Distribution sicherstellt.	Transportation & Logistics	SBB	Software Solutions				EasyRide, J2EE	27.10.2002		hsp/pa	pn_223_d_architektur_personenverkehr_web.pdf	3362A-09	Martin, Elisabeth	13.09.2010 12:44	Item	services/bd/pn/Project Notes published
222	Universalgateway als Protokollumwandler	Um die Intergration alter Steuerungen von Fahrtreppen und Aufzügen mit unterschiedlichen Kommunikationsprotokollen zu ermöglichen, wird ein Universalgateway als Protokollumwandler entwickelt.	Devices & Apparatus	Schindler	Software Solutions				Entwicklung Gateway	16.12.2002		had/edt	pn_222_d_lobbyvision_web.pdf	1445A-08	Martin, Elisabeth	08.04.2009 11:54	Item	services/bd/pn/Project Notes published
217	High-End Näh- und Stickcomputer mit Internet	Die Bernina Nähsysteme ermöglichen den Bezug von Stick- und Nähdaten aus dem Internet. System Artista 200 basiert auf objektorientierter Softwarearchitektur und einem realtimefähigen Microsoft Windows CE Betriebsystem.	Devices & Apparatus	Bernina	Software Solutions					06.09.2002		hop	pn_217_d_naehcomputer_web.pdf	3296A-08	Martin, Elisabeth	08.04.2009 11:54	Item	services/bd/pn/Project Notes published
216	Interimistische Projektleitung	Während der Suche nach einer optima­len Neubesetzung für eine Projektleitung greift der Kunde vorübergehend auf einen externen Zühlke Spezialisten zurück. Der kontinuierliche Ablauf einer Softwareentwicklung ist sichergestellt.	Insurance	Winterthur	Software Solutions	"Consulting;#_ Methodology;#_ Team Training;#__ Project management"			Projektleitung Informatik	09.01.2003		hop	pn_216_d_projektleitung_extern_web.pdf	3353B-08	Feer, Michael	02.09.2010 08:57	Item	services/bd/pn/Project Notes published
215	UML und RUP Training im Versicherungsumfeld	Kenntnisse des Teams in Methodik und Prozessen sind für den Projekterfolg entscheidend. UML und Rational Unified Process (RUP) verschaffen dem Versicherungsbusiness einen „added value“. Zühlke gibt neuestes Wissen weiter.	Insurance	Skandia	Software Solutions				Schulung	10.07.2002		nma	pn_215_d_kursskandia_web.pdf	6000A-08	Martin, Elisabeth	19.03.2008 09:16	Item	services/bd/pn/Project Notes published
209	Dual-Dosing-Station für Flüssigkeiten und Pulver	Der Kunde hat eine Lösung für die Dosierung verschiedener Stoffe konzipiert. Zühlke unterstützt das Kundenteam dabei, mit Spezifikationen, Prototypen, Tests und Kostenoptimierung, die Plattform bis zur Serienreife zu entwickeln.	Pharma & Biotech	Chemspeed	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes"			Patent Werkzeug-wechsel und 4-Nadelkopf	31.05.2002		mro/gek	pn_209_d_dosing_station_web.pdf	7044A-08	Feer, Michael	02.09.2010 08:56	Item	services/bd/pn/Project Notes published
208	Flexible Pulverdosierung	Entwicklung eines weiltweiten ersten technischen Dosiersystems, welches ortsunabhängig kleine Feststoffmengen im Miligrammbereich mit einer Präzision von 0.1 mg. dosieren kann, indem das Spendergefäss gewogen wird.	Pharma & Biotech	Chemspeed	Product Innovation				erste ortsungebundene Dosierung auf dem Markt	31.05.2002		mro/gek	pn_208_d_solid_dosing_web.pdf	7053A-08	Martin, Elisabeth	23.07.2010 11:54	Item	services/bd/pn/Project Notes published
207	Aufbau und Implementierung eines Managementsystems	Aufbau und Einführung eines prozessorientierten Managementsystems mit integrierter Balanced Scorecard, das auch die Forderungen von ISO 9001:2000 erfüllt. Visualisierte Konzepte steigern die Benutzerfreundlichkeit. 	Medical & Laboratory Devices	Zeptosens	"Product Innovation;#Management Consulting"				Beratung Managementsystem	21.02.2003		pml	pn_207_d_managementsystem_web.pdf	2150A-08	Martin, Elisabeth	23.11.2009 14:02	Item	services/bd/pn/Project Notes published
206	Innovationsschub aus der Organisations-Entwicklung	Die Einführung marktorientierter und effizienter Innovationsstrukturen verlangt höchste methodische Kompetenz und klare Führungsverantwortung. Das Vorhaben gelingt dank externer Unterstützung.	Automotive	RUAG	"Product Innovation;#Management Consulting"			PDM / PLM	Coaching	06.03.2003		rpm	pn_206_d_innovationsschub_web.pdf	2109A-11	Martin, Elisabeth	23.11.2009 14:02	Item	services/bd/pn/Project Notes published
204	B2B Verbandsbusiness Lösung mit .NET WebServices	.NET erlaubt die vergleichsweise einfache und schnelle Umsetzung einer WebService basierten Businessprozess-Integration. Der Kunde profitiert von einer automatischen und systemgestützten Businessabwicklung.	Trade & Wholesale Trade	bsquare	Software Solutions				B2B mit .NET	17.04.2002		sph	pn_204_d_data_expert_web.pdf	3375A-08	Martin, Elisabeth	08.04.2009 11:56	Item	services/bd/pn/Project Notes published
203	Neue Impulse durch Review der Wertschöpfungskette	Eine Zeitungsdruckerei verbessert ständig die Abläufe. Der externe und branchenneutrale Review durch Zühlke zeigt durch den Vergleich mit Best Practice Ansätzen neue Lösungs­ansätze für die Optimierung der Wertschöpfungskette.	Others	NZZ	"Software Solutions;#Management Consulting"	Consulting		Information Management		17.06.2002		rpm	pn_203_d_review_wertschoepfung_web.pdf	2141A-09	Feer, Michael	02.09.2010 08:53	Item	services/bd/pn/Project Notes published
202	Produktivitätssprung durch externe Review der IT	Eine externe, neutrale Review des Unternehmens und des Softwareanbieters zeigt neue Lösungsansätze für die Entwicklung der IT auf, welche bisher unerreichte Leistungspotentiale erschließen.	Trade & Wholesale Trade	Vitrashop	"Software Solutions;#Management Consulting"	"Consulting;#__ IT Strategy & Enterprise Architecture"		"Enterprise Resource Planning;#Information Management"	Optimierung ERP	15.05.2002		rpm	pn_202_d_externe_review_web.pdf	2135A-09	Feer, Michael	02.09.2010 08:53	Item	services/bd/pn/Project Notes published
201	Von der Zeichnungsverwaltung zum PLM	Das Product Lifecycle Management (PLM) integriert Produktinformationen aus Entwicklungssystemen mit Kunden, Partnern, Lieferanten und dem ERP. Das neue Konzept wird durch die beteiligten IT-Systeme voll unterstützt.	Machinery & Plants	ESEC	"Product Innovation;#Management Consulting"	"Consulting;#_ Methodology;#__ Software Development Process"		"Enterprise Resource Planning;#PDM / PLM;#Innovation Management"		01.05.2002		rpm	pn_201_d_produktdaten_management_web.pdf	2125A-08	Feer, Michael	02.09.2010 08:51	Item	services/bd/pn/Project Notes published
200	Ein neues Optiksystem für ein Analysegerät	Für ein neues Analysegerät wird das Optiksystem entwickelt und integriert. Funktionstests, Berechnungen und Simulationen schließen eventuelle Risiken vorab aus und ermöglichen die erfolgreiche Entwicklung.	Medical & Laboratory Devices	Zeptosens	Product Innovation	"Consulting;#_ Methodology;#__ Product Development Process"	Optics	"Enterprise Resource Planning;#PDM / PLM;#Innovation Management"		04.04.2002		wz	pn_200_d_analysegeraet_optik_web.pdf	1308B-08	Feer, Michael	02.09.2010 08:50	Item	services/bd/pn/Project Notes published
199	Analysegerät für die Bioanalytik	Für die Bioanalytik wird ein vollständiges automatisches Seriengerät entwickelt. Das Analysegerät zur Auslesung von Biochips verfügt über Magazin, Man-Machine Interface und Datenvorverarbeitung.	Medical & Laboratory Devices	Zeptosens	Product Innovation		Optics			01.06.2002		wz	pn_199_d_fluoreszenz_analysegeraet_web.pdf	1308A-08	Fink, Thomas	08.04.2009 13:15	Item	services/bd/pn/Project Notes published
196	Expertise für eine Steuerungsplattform	Eine neue Steuerungsplattform ermöglicht dem Kunden die Nutzung von Synergien. Zühlke erstellt eine Expertise zu dieser Maschinensteuerung, in der das Unternehmen aus externer Sicht eine objektive, neutrale Beurteilung erhält.	Machinery & Plants	ESEC	Software Solutions				MaCs	01.06.2002		hop	pn_196_d_expertise_steuerung_web.pdf	3374A-08	Martin, Elisabeth	08.04.2009 11:48	Item	services/bd/pn/Project Notes published
